FinalProjInstances\A10_obst0_size_10x10_inst_1.txt,42,0.2304072380065918
FinalProjInstances\A10_obst0_size_10x10_inst_10.txt,64,0.2034316062927246
FinalProjInstances\A10_obst0_size_10x10_inst_11.txt,87,0.10173630714416504
FinalProjInstances\A10_obst0_size_10x10_inst_12.txt,60,0.37015199661254883
FinalProjInstances\A10_obst0_size_10x10_inst_13.txt,48,0.10169100761413574
FinalProjInstances\A10_obst0_size_10x10_inst_14.txt,65,0.5525226593017578
FinalProjInstances\A10_obst0_size_10x10_inst_15.txt,44,0.09773993492126465
FinalProjInstances\A10_obst0_size_10x10_inst_16.txt,59,0.06283068656921387
FinalProjInstances\A10_obst0_size_10x10_inst_17.txt,77,0.2124319076538086
FinalProjInstances\A10_obst0_size_10x10_inst_18.txt,78,0.23539972305297852
FinalProjInstances\A10_obst0_size_10x10_inst_19.txt,64,0.0488886833190918
FinalProjInstances\A10_obst0_size_10x10_inst_2.txt,65,3.00942325592041
FinalProjInstances\A10_obst0_size_10x10_inst_20.txt,67,0.20946931838989258
FinalProjInstances\A10_obst0_size_10x10_inst_3.txt,55,0.37100887298583984
FinalProjInstances\A10_obst0_size_10x10_inst_4.txt,61,0.8058450222015381
FinalProjInstances\A10_obst0_size_10x10_inst_5.txt,-1,20.00885844230652
FinalProjInstances\A10_obst0_size_10x10_inst_6.txt,61,0.0857706069946289
FinalProjInstances\A10_obst0_size_10x10_inst_7.txt,62,0.08772659301757812
FinalProjInstances\A10_obst0_size_10x10_inst_8.txt,68,0.10870909690856934
FinalProjInstances\A10_obst0_size_10x10_inst_9.txt,58,0.3071777820587158
FinalProjInstances\A10_obst0_size_12x12_inst_1.txt,106,1.0442066192626953
FinalProjInstances\A10_obst0_size_12x12_inst_10.txt,85,0.13962912559509277
FinalProjInstances\A10_obst0_size_12x12_inst_11.txt,103,0.36103224754333496
FinalProjInstances\A10_obst0_size_12x12_inst_12.txt,78,0.3181781768798828
FinalProjInstances\A10_obst0_size_12x12_inst_13.txt,58,0.31815314292907715
FinalProjInstances\A10_obst0_size_12x12_inst_14.txt,80,0.08576703071594238
FinalProjInstances\A10_obst0_size_12x12_inst_15.txt,93,0.19549560546875
FinalProjInstances\A10_obst0_size_12x12_inst_16.txt,91,15.579524517059326
FinalProjInstances\A10_obst0_size_12x12_inst_17.txt,58,0.13364481925964355
FinalProjInstances\A10_obst0_size_12x12_inst_18.txt,88,0.16107487678527832
FinalProjInstances\A10_obst0_size_12x12_inst_19.txt,86,0.12865543365478516
FinalProjInstances\A10_obst0_size_12x12_inst_2.txt,56,0.09234952926635742
FinalProjInstances\A10_obst0_size_12x12_inst_20.txt,91,0.11167097091674805
FinalProjInstances\A10_obst0_size_12x12_inst_3.txt,69,0.7739784717559814
FinalProjInstances\A10_obst0_size_12x12_inst_4.txt,84,0.18949294090270996
