FinalProjInstances\A10_obst0_size_10x10_inst_1.txt,42,0.30219173431396484
FinalProjInstances\A10_obst0_size_10x10_inst_10.txt,64,0.28822898864746094
FinalProjInstances\A10_obst0_size_10x10_inst_11.txt,87,0.14561128616333008
FinalProjInstances\A10_obst0_size_10x10_inst_12.txt,60,0.5575060844421387
FinalProjInstances\A10_obst0_size_10x10_inst_13.txt,48,0.20644855499267578
FinalProjInstances\A10_obst0_size_10x10_inst_14.txt,65,0.6891598701477051
FinalProjInstances\A10_obst0_size_10x10_inst_15.txt,44,0.11468982696533203
FinalProjInstances\A10_obst0_size_10x10_inst_16.txt,59,0.0578465461730957
FinalProjInstances\A10_obst0_size_10x10_inst_17.txt,77,0.28822779655456543
FinalProjInstances\A10_obst0_size_10x10_inst_18.txt,78,0.3261251449584961
FinalProjInstances\A10_obst0_size_10x10_inst_19.txt,64,0.05685091018676758
FinalProjInstances\A10_obst0_size_10x10_inst_2.txt,65,3.386939287185669
FinalProjInstances\A10_obst0_size_10x10_inst_20.txt,67,0.2902240753173828
FinalProjInstances\A10_obst0_size_10x10_inst_3.txt,55,0.4118986129760742
FinalProjInstances\A10_obst0_size_10x10_inst_4.txt,61,0.9464685916900635
FinalProjInstances\A10_obst0_size_10x10_inst_5.txt,-1,20.03511095046997
FinalProjInstances\A10_obst0_size_10x10_inst_6.txt,61,0.15857553482055664
FinalProjInstances\A10_obst0_size_10x10_inst_7.txt,62,0.18650078773498535
FinalProjInstances\A10_obst0_size_10x10_inst_8.txt,68,0.20345616340637207
FinalProjInstances\A10_obst0_size_10x10_inst_9.txt,58,0.633305549621582
FinalProjInstances\A10_obst0_size_12x12_inst_1.txt,106,2.1027672290802
FinalProjInstances\A10_obst0_size_12x12_inst_10.txt,85,0.26928067207336426
FinalProjInstances\A10_obst0_size_12x12_inst_11.txt,103,0.702120304107666
FinalProjInstances\A10_obst0_size_12x12_inst_12.txt,78,0.6113646030426025
FinalProjInstances\A10_obst0_size_12x12_inst_13.txt,58,0.4418206214904785
FinalProjInstances\A10_obst0_size_12x12_inst_14.txt,80,0.11967802047729492
FinalProjInstances\A10_obst0_size_12x12_inst_15.txt,93,0.24035930633544922
FinalProjInstances\A10_obst0_size_12x12_inst_16.txt,-1,20.02323269844055
FinalProjInstances\A10_obst0_size_12x12_inst_17.txt,58,0.20245766639709473
FinalProjInstances\A10_obst0_size_12x12_inst_18.txt,88,0.23932814598083496
